drug,label,count,drug_id,genes
Granisetron+Azithromycin,7,38,"6088, 5399","['CYP3A5', 'HSPA1A', 'HTR3A', 'HPRT1', 'CYP1A1', 'CYP2D6', 'MMP2', 'CYP3A4', 'CASP10', 'EIF4EBP1', 'CDH3', 'CYP3A4', 'CYP1A2', 'CYP2A6', 'ABCB1', 'PSMB8']"
Dihomo-gamma-linolenic acid,1,38,424,"['EZH2', 'DNMT1', 'PTGS2', 'PTGS1', 'HIF1A', 'NR1H2', 'PSMB10', 'PXN']"
Voriconazole+Oxandrolone+Ritodrine,11,38,"3230, 2471, 5847","['CYP3A4', 'PTGS1', 'CYP2C9', 'FMO1', 'CYP3A7', 'CYP2C19', 'SELL', 'FMO3', 'CYP3A5', 'CYP2B6', 'SNAP25', 'AR', 'GALR3', 'DYRK3', 'TGFBR2', 'ADRB2', 'PGD']"
Bezafibrate+Iodixanol+Clobazam+Ixabepilone,3,38,"5989, 6247, 4785, 11018","['HMGCR', 'CYP3A4', 'PPARG', 'PPARD', 'SLCO1B1', 'CYP2C8', 'CYP1A1', 'PPARA', 'CDKN1B', 'XBP1', 'CDK6', 'AKR7A2', 'GABRG2', 'GABRA1', 'ABCB1', 'CYP2B6', 'GABRB2', 'CYP2C19', 'CYP3A4', 'SLC6A1', 'TUBB', 'TUBB3', 'TUBB1', 'TUBB2B', 'TUBB8', 'TUBB4A', 'CYP3A4', 'TUBB6', 'TUBB4B', 'TUBB2A']"
Tubocurarine,1,38,6235,"['PSME1', 'BACE2', 'HLA-DRA', 'CDH1', 'ACHE', 'SLC22A2', 'PMM2', 'HTR3A', 'SLC22A1', 'CHRM2', 'CHRNA2', 'COL11A1', 'SELL', 'CHRNB1', 'CHRNA1', 'EPCAM', 'CHRND']"
Diclofenamide+Metixene+Pseudoephedrine,19,39,"6602, 4788, 5829","['CA14', 'CA5A', 'CA4', 'CA5B', 'CA6', 'CYP2C9', 'CA7', 'CA9', 'CA1', 'CA12', 'CA2', 'HTR2C', 'CDK6', 'CHRM3', 'CHRM4', 'CHRM1', 'CHRM2', 'PSMB8', 'CHRM5', 'ADRA2A', 'IL2', 'SLC6A2', 'CYP2D6', 'TNF', 'SLC6A3', 'SLC6A4', 'MAOA', 'ADRA1A', 'ADRB1', 'ADRB2']"
Carbinoxamine,0,39,6145,"['CYP2C8', 'CYP2B6', 'DNMT3A', 'SUV39H1', 'VEGFA', 'CDK6', 'PMM2', 'CYP2D6', 'TENT4A', 'CYP2E1', 'PLA2G4A', 'TRIB3', 'CYP3A4', 'CYP2C19', 'MMP2', 'CYP2C9', 'EPAS1', 'PRKACA', 'HRH1', 'PTK2B']"
Thiabendazole+Ampicillin,3,39,"6135, 4056","['CYP1A2', 'NOS3', 'CYP1A1', 'PRKCH', 'PPARG', 'CFLAR', 'IL1R2', 'KRT18', 'TF', 'SLC22A5', 'IKZF1', 'SLC15A2', 'ALB', 'SLC15A1']"
Hydrocortisone,16,39,6150,"['LPL', 'ANXA1', 'PRKAG2', 'GDF15', 'CYP11B1', 'FOSL1', 'PRKCD', 'SQSTM1', 'AKR1B10', 'IGFBP3', 'SLCO1A2', 'NR3C1', 'CYP3A4', 'NFKBIA', 'CYP3A5', 'ABCB1', 'FKBP5', 'CYP3A7', 'TSC22D3', 'CYP11B2', 'SERPINE1', 'RGS2', 'SHBG', 'ABCG2', 'CYP2C8']"
Nefazodone,8,39,6590,"['NR1H2', 'SDHB', 'CYP3A4', 'HTR1A', 'HTR2A', 'HTR2C', 'ABCB1', 'IKBKE', 'CDH3', 'MT2A', 'ADRA2A', 'CCN2', 'SLC6A3', 'SLC6A4', 'SLC6A2', 'ADRA1B', 'ADRA1A', 'CYP3A7', 'CYP3A5', 'CYP2D6']"
Thiotepa,3,39,11582,"['IFNAR1', 'CYP3A4', 'MMP2', 'VEGFA', 'ERAP2', 'TRIB3', 'SELL', 'TENT4A', 'TGFB3', 'CYP2B6', 'EDN1', 'EPAS1', 'DNMT3A']"
Torasemide+Mexiletine+Famotidine,23,39,"5405, 4532, 5618","['PTGS1', 'CYP2C8', 'CYP2C9', 'SLC12A1', 'CYP2C19', 'STXBP2', 'PAK1', 'CYP2D6', 'CYP3A4', 'SCN9A', 'SCN2A', 'CYP1A2', 'SCN5A', 'AHR', 'CYP2B6', 'CYP2E1', 'SCN10A', 'SCN4A', 'CYP2C19', 'PCNA', 'SLC22A2', 'SLC22A8', 'SLC47A1', 'IFNAR1', 'HRH2']"
Chlorpropamide+Almotriptan+Ketobemidone+Pipotiazine,23,39,"2502, 5613, 12502, 9124","['SLC15A2', 'KCNJ11', 'CYP2C9', 'CYP2C19', 'ABCC8', 'PTGS1', 'SLC22A6', 'ABCB1', 'SLC15A1', 'HTR1B', 'HTR1D', 'CYP1A2', 'CYP2C8', 'CYP2D6', 'MAOA', 'CYP2C19', 'CYP2E1', 'CYP3A4', 'FMO3', 'OPRK1', 'CYP2B6', 'CYP2C9', 'OPRM1', 'OPRD1', 'CYP3A4', 'PTGS1', 'CYP2C8', 'CYP2C19', 'UGT1A9', 'ALB', 'CYP2C19', 'CYP1A2', 'HTR1A', 'DRD1', 'DRD2', 'HTR2A', 'SLC22A1', 'CYP3A4', 'CYP2D6']"
Clenbuterol+Glucosamine,4,39,"9621, 5942","['EED', 'TNF', 'CYP1A2', 'ADRB3', 'CYP1A1', 'NGF', 'ADRB2', 'ADRB1', 'PSMD10', 'MMP9', 'IFNG', 'TCN1', 'TNF', 'NFKB2', 'CYP2C19', 'CYP2E1']"
Mecamylamine+Oxaliplatin,1,39,"2656, 3306","['CHRNB4', 'GET1', 'PROS1', 'EGR1', 'CHRNA3', 'CHRNA2', 'STXBP2', 'ATP7B', 'CA4', 'ABCG2', 'GSTP1', 'MT2A', 'NQO1', 'ABCC2', 'CYP2E1', 'SLC22A2', 'MT1A', 'GSTM1', 'CYP1A1', 'SLC22A3', 'CYP1A2', 'CYP1B1', 'ATP7A', 'SLC31A1', 'MPO', 'SLC22A1', 'SOD1', 'GSTT1']"
Zaleplon+Mefenamic acid+Flumazenil,18,39,"5557, 6437, 6319","['TSPO', 'GABRB3', 'GABRG2', 'AOX1', 'CYP3A4', 'GABRA2', 'CYP3A5', 'GABRB2', 'CYP3A7', 'GABRA1', 'CYP2C9', 'PTGS2', 'PTGS1', 'AKR1C1', 'SUV39H1', 'CYP2C8', 'AKR1C3', 'GABRA2', 'GABRB3', 'GABRA1', 'SDC1', 'GABRA4', 'GABRA6', 'GABRA5', 'GABRG2', 'TRIB3', 'GABRA3']"
Folic acid+Vidarabine+Niacin,13,39,"396, 5128, 2469","['CYP2E1', 'ABCC3', 'ABCC11', 'FOLR2', 'FOLR3', 'SLC46A1', 'GGH', 'ABCG2', 'SLC22A6', 'ABCC4', 'MTHFR', 'CCNB1', 'ADORA2A', 'ADK', 'PLK1', 'DPP4', 'ADA', 'CYP2D6', 'QPRT', 'HCAR3', 'SLC16A3', 'SLCO2B1', 'SLC5A8', 'TAGLN', 'NNMT', 'HCAR2', 'SLC22A5']"
Fluocinonide,5,39,6512,"['FKBP5', 'IGFBP3', 'PER1', 'SMAD3', 'CDK19', 'FOXO3', 'HSPB1', 'CCL2', 'SERPINA6', 'PRKCD', 'SMO', 'SIRT3', 'GDF15', 'PTGS2', 'NR3C1', 'PAK1', 'TSC22D3', 'FOSL1', 'NFKBIA']"
Equilin+Ademetionine+Ezogabine+Hydroxocobalamin,13,39,"10780, 532, 10603, 5404","['GNAS', 'SHBG', 'CYP2E1', 'AMD1', 'CBS', 'GNMT', 'COMT', 'CYP2A6', 'NAT2', 'UGT1A3', 'KCNQ5', 'UGT1A4', 'UGT1A9', 'UGT1A1', 'KCNQ3', 'KCNQ4', 'KCNQ2', 'CASP9', 'MMUT', 'TCN1', 'MTR', 'MTRR']"
Amifostine+Tryptophan+Phosphatidyl serine+Tetrahydrofolic acid,20,39,"6599, 414, 1373, 517","['ERAP2', 'ALPL', 'ALPG', 'TPH2', 'TPH1', 'IDO1', 'TDO2', 'DDC', 'PRKCA', 'SCARB1', 'ABCC2', 'ATIC', 'MTR', 'MTHFR', 'SHMT1', 'ALDH1L1']"
Orlistat,4,39,6478,"['SCD', 'LIPF', 'PSME2', 'TSC22D3', 'FASN', 'DAGLA', 'HMGCR', 'PNLIP', 'CYP51A1', 'CYP3A4', 'PLA2G7', 'DAGLB', 'PLA2G4A', 'AKR1B10', 'LDLR', 'ABHD12', 'SQLE', 'FDPS', 'NPC1', 'FDFT1']"
Furosemide+Lisuride,15,39,"2580, 3220","['SLC22A8', 'CA5B', 'CA4', 'PGD', 'SLC22A11', 'ALB', 'SLC12A1', 'SLC22A6', 'ABCC2', 'CA14', 'CA1', 'CA6', 'CA5A', 'CA9', 'CA2', 'SLC22A5', 'CA7', 'CA12', 'DRD3', 'HTR2C', 'HTR1A', 'DRD1', 'ADRA2A', 'DRD2', 'DRD4', 'CYP2D6', 'DRD5', 'HTR2B', 'ADRA1B', 'ADRB1', 'HTR1B', 'ADRA1D', 'HTR1D', 'HTR2A', 'CYP3A4', 'ADRA2B', 'ADRA2C']"
Methadone+Procainamide,23,39,"4680, 6829","['CYP19A1', 'CYP2C19', 'HTR3A', 'OPRK1', 'CYP2C9', 'GRIN3A', 'OPRM1', 'CYP1A2', 'CYP3A4', 'CYP2B6', 'CHRNA10', 'OPRD1', 'CYP2C8', 'CYP3A7', 'CYP2D6', 'ABCB1', 'CYP3A5', 'DNMT1', 'CYP2D6', 'SCN7A', 'SCN3A', 'SLC22A1', 'SCN8A', 'CHRM2', 'SLC22A5', 'SCN11A', 'SCN9A', 'SCN5A', 'SCN4A', 'SCN10A', 'BCHE', 'SLC22A4', 'ACHE', 'SCN1A', 'SLC22A2', 'SLC22A3', 'SCN2A']"
Prednisolone+Clotiazepam,18,40,"5859, 9365","['NR3C2', 'MUC1', 'FHL2', 'PRKAG2', 'ABCB1', 'NFKBIA', 'CYP2A6', 'NR3C1', 'SERPINA6', 'CYP3A4', 'IGFBP3', 'TSC22D3', 'SLCO1A2', 'CDKN1B', 'GABRD', 'GABRA3', 'CYP2C19', 'CYP3A4', 'GABRB1', 'CYP2B6', 'GABRP', 'GABRR2', 'GABRR3', 'GABRR1', 'GABRA1', 'GABRB2', 'GABRA5', 'GABRA2', 'GABRG2', 'GABRG1', 'GABRB3', 'GABRE', 'GABRG3']"
Darifenacin+Norepinephrine,19,40,"3876, 4503","['CHRM3', 'CHRM1', 'CHRM2', 'CYP2D6', 'GET1', 'CYP3A4', 'STXBP2', 'BAD', 'CHRM4', 'CHRM5', 'MYB', 'XBP1', 'ADRA2A', 'ADRB2', 'DRD2', 'SLC22A2', 'POU5F1', 'ADRB1', 'ADRA1D', 'SLC22A5', 'ADRA1A', 'ADRB3', 'ADRA2C', 'PAH', 'SLC22A1', 'SLC18A2', 'SLC18A1', 'SLC22A3', 'ADRA2B', 'ADRA1B', 'CYP1A2', 'SLC6A2']"
Phentolamine+Droxidopa+Isradipine,19,40,"2589, 9461, 5159","['ADRA1D', 'ADRA2C', 'SIGMAR1', 'ADRA1A', 'ADRA2A', 'ADRA1B', 'ADRA2B', 'ADRA1D', 'DDC', 'ADRA1A', 'ADRA1B', 'ADRA2A', 'ADRB3', 'ADRB1', 'SLC6A2', 'ADRA2B', 'ADRB2', 'ADRA2C', 'PAH', 'CYP3A4', 'CACNA2D1', 'MT2A', 'CACNA1H', 'CACNA1S', 'CACNA1C', 'CACNA1D', 'CACNB2', 'CACNA2D2']"
Suprofen+Novobiocin,16,40,"6080, 6518","['PSME2', 'PTGS2', 'CYP2C9', 'UGT2B7', 'PTGS1', 'TRIB3', 'XBP1', 'UGT1A1', 'PTGS2', 'SLC22A6', 'SLC22A8', 'NDUFA13', 'LPL', 'ERBB3', 'SUV39H1', 'ABCB11', 'ABCG2', 'CD40', 'BIRC2', 'SLC22A11']"
Prazosin+Yohimbine,15,40,"3953, 5988","['KCNH2', 'ABCB1', 'CYP1A1', 'ADRA1B', 'ABCG2', 'ADRA1A', 'ADRA1D', 'HTR1A', 'SLC22A3', 'KCNH6', 'SLC22A1', 'ADRA2B', 'SLC22A2', 'KCNH7', 'ADRA2A', 'HTR1D', 'HTR2B', 'ADRA2A', 'HTR2C', 'DRD2', 'CYP2D6', 'HTR1F', 'HTR1B', 'HTR2A', 'ADRA2C', 'ADRA1B', 'ADRA1D', 'CYP3A4', 'SLC6A4', 'DRD3', 'ADRA2B', 'HTR1D', 'HTR1A']"
Zonisamide,21,40,5745,"['CA14', 'SCN4B', 'CA3', 'CA4', 'CYP2C19', 'CA10', 'CACNA1I', 'AKR1B10', 'CA6', 'CA2', 'SCN5A', 'SCN3A', 'CA13', 'PIN1', 'SCN3B', 'CA5B', 'SCN2A', 'CYP3A4', 'SCN4A', 'SCN1B', 'CA9', 'SCN9A', 'SCN1A', 'CA12', 'MAOB', 'SCN11A', 'CA1', 'AOX1', 'MAOA', 'CA5A', 'CACNA1G', 'SCN2B', 'CA7', 'CACNA1H']"
Amobarbital+Methylphenobarbital+Acarbose,4,40,"6041, 5816, 5190","['GRIA2', 'GABRA1', 'GABRA3', 'GABRA2', 'CHRNA7', 'CHRNA4', 'GABRA6', 'GRIK2', 'GABRA4', 'GABRA5', 'CYP2A6', 'CHRNA4', 'CHRNA7', 'GABRA5', 'GABRA1', 'GABRA6', 'CYP2B6', 'GABRA4', 'GABRA3', 'GABRA2', 'CYP2C19', 'GRIK2', 'GRIA2', 'GDF15', 'VEGFA', 'SI', 'PAK1', 'TRIB3', 'AMY2A', 'GAA', 'MGAM']"
Flavoxate+Ketotifen+Pralidoxime,21,40,"6593, 5628, 6142","['PDE8A', 'PDE4D', 'GDF15', 'PDE4C', 'PDE7A', 'CHRM1', 'CHRM2', 'PDE7B', 'PDE4A', 'PDE4B', 'PDE8B', 'HRH1', 'PDE4C', 'PDE7A', 'PDE8A', 'PDE4A', 'PDE7B', 'PGD', 'PDE4B', 'PDE8B', 'PDE4D', 'ERAP2', 'TF', 'ACHE', 'BCHE']"
Methylprednisolone+Dienestrol,5,40,"5538, 6108","['PRKAG2', 'ABCC5', 'IL1B', 'NFKBIA', 'FOSL1', 'ABCB1', 'NR3C1', 'FKBP5', 'CCL2', 'CYP3A4', 'TSC22D3', 'GPER1', 'SPR', 'SUV39H1', 'NR3C1', 'ESR1', 'ABCC5', 'IKBKE', 'PCNA']"
Quinethazone+Etomidate+Amantadine,22,40,"5997, 5244, 5600","['SLC12A3', 'PIK3CA', 'SLC12A1', 'GDF15', 'CA1', 'SLC12A2', 'FHL2', 'CA2', 'CYP11B1', 'CYP19A1', 'ADRA2B', 'GABRA1', 'SLC2A1', 'GABRG2', 'CYP11B2', 'GABRB2', 'STEAP1', 'GRIN2A', 'DRD2', 'SLC22A2', 'ABCB1', 'MAOB', 'SLC22A1', 'GRIN2B', 'SIGMAR1', 'GRIN3A', 'DDC', 'GRIN1', 'GRIN2D', 'NFE2L2', 'GRIN2C', 'GRIN3B']"
Enzalutamide+Efavirenz+Levocarnitine,7,40,"13802, 2477, 3232","['ABCB1', 'CYP3A5', 'AR', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP2C8', 'SELL', 'ALB', 'CYP2D6', 'CYP2B6', 'CYP3A4', 'TBX2', 'CYP2B6', 'CYP2C19', 'CYP2C9', 'IKBKB', 'CYP2D6', 'CYP1A2', 'SLCO1B1', 'CPT2', 'CPT1A', 'SLC22A5', 'SLC22A8', 'CES1', 'XDH', 'SLC22A4', 'MPO', 'SLC22A16']"
Chloramphenicol,5,40,3920,"['CYP2C19', 'C5', 'CYP3A5', 'CYP2C9', 'CES1', 'CYP2C8', 'CD55', 'IKBKE', 'PRKCQ', 'PHKG2', 'SNAP25', 'CYP3A4', 'TF', 'IKBKB', 'CYP3A7', 'KIT', 'MMP1', 'SLC22A6']"
Alprazolam,5,40,4046,"['GABRA3', 'CYP3A7', 'GABRB2', 'CYP3A4', 'GABRA2', 'CYP2C9', 'GDF15', 'IGFBP3', 'MYC', 'CBR3', 'GABRA1', 'GABRA5', 'CDKN1A', 'GABRG2', 'CYP3A5', 'KEAP1', 'GABRB3', 'MAPK13', 'PSMB8']"
Lenalidomide+Morphine+Prednisone,14,40,"3811, 5205, 2607","['TGFBR2', 'TENT4A', 'PTGS2', 'ABCB1', 'CRBN', 'GDF15', 'TNFSF11', 'OPRD1', 'UGT2B7', 'CYP2C8', 'UGT1A3', 'UGT1A8', 'UGT1A1', 'CYP3A4', 'CYP2D6', 'OPRL1', 'OPRK1', 'OPRM1', 'UGT2B15', 'UGT2B4', 'ABCB1', 'ABCB1', 'CYP2C19', 'HSD11B1', 'SLCO1A2', 'NR3C1', 'ALB', 'CYP3A4']"
Probenecid,0,40,6827,"['ABCC2', 'CYP2C9', 'CYP2C19', 'ABCC6', 'ALB', 'SLC22A7', 'SLC22A12', 'ABCC4', 'ABCC1', 'CYP2C8', 'SLCO1C1', 'ABCC11', 'SLCO1A2', 'SLC16A7', 'SLC22A1', 'PANX1', 'ABCC3', 'PMM2', 'TRIB3', 'ABCB1', 'SLC22A6', 'ABCC5', 'SLC22A2', 'SLC22A5', 'CYP3A4', 'SDC1', 'SLC22A11', 'TENT4A', 'SLC22A8', 'SLC10A1']"
Tenofovir disoproxil,1,41,5032,"['NME2', 'AK2', 'NME1', 'KIT', 'CASP10', 'CDK6', 'ABCC4', 'ABCC10', 'EIF4EBP1', 'SLC22A8', 'PSMD9', 'IPO13', 'ABCC2', 'CYP1A2', 'CCL2', 'GAA', 'SLC22A6', 'AK4', 'EGF']"
Nicotine,1,41,470,"['CHAT', 'MMP2', 'CYP2A13', 'CYP2A6', 'CHRNA6', 'CHRNA4', 'CYP2D6', 'CHRNB4', 'SLC22A1', 'CHRNA7', 'SLC22A4', 'MAOA', 'CHRNA5', 'CYP3A4', 'CHRNA3', 'CHRNA9', 'SLC22A3', 'CHRNA10', 'SERPINA1', 'CYP2B6', 'CHRNB2', 'CYP2C9', 'SLC22A5', 'CYP1A1', 'CHRNA2', 'CYP2E1', 'CYP2C19', 'MAOB', 'CYP1A2', 'CYP2C8', 'SLC22A2', 'CDC25B', 'CYP19A1']"
Alprenolol,0,41,5856,"['PAK1', 'ERBB3', 'CDK4', 'CYP2D6', 'IKBKE', 'HTR1A', 'SLC25A4', 'GMNN', 'ADRB1', 'ADRB3', 'NPC1', 'RRP1B', 'TOP2A', 'ADRB2']"
Dihydroergotamine+Procaine+Acepromazine,6,41,"4650, 6120, 9114","['HTR2B', 'CYP3A4', 'HTR1A', 'HTR1B', 'ABCB1', 'HTR1D', 'ADRA2A', 'HTR6', 'IPO13', 'GDF15', 'GRIN3A', 'CHRNA2', 'HTR3A', 'BCHE', 'SLC6A3', 'SCN10A', 'SLC22A1', 'HTR2A', 'ALB', 'ADRA1A', 'DRD1', 'ADRA1B', 'MT1E', 'HTR1A', 'DRD2', 'HSD17B10']"
Atorvastatin,5,41,6544,"['ABCC2', 'HMGCR', 'MMP1', 'PRKCD', 'CDKN1A', 'ABCC4', 'SLCO1A2', 'ABCC1', 'SLCO1B3', 'CYP2D6', 'DPP4', 'SLCO1B1', 'ABCC5', 'ABCB1', 'MYC', 'PCNA', 'CYP3A4', 'RHOA', 'UGT2B7', 'CYP3A7', 'UGT1A3', 'AHR', 'CYP2C19', 'CYP2C8', 'CYP2C9', 'SLCO2B1', 'NME1', 'CYP3A5', 'UGT1A1', 'CDC25B', 'CYP2B6']"
Cefotiam,11,41,5449,"['KIT', 'EPHB2', 'ADRB2', 'NDUFS6', 'CASP2', 'AKR7A2', 'CDK5R1', 'ICAM3', 'CDK6', 'KRT18', 'CDH3', 'SELL', 'SLC22A6', 'C5', 'PROS1', 'LPAR2']"
Cefadroxil+Formoterol+Prochlorperazine+Acamprosate,8,41,"6597, 5591, 3897, 2643","['SLC22A6', 'SLC15A1', 'GHR', 'SLC22A5', 'SLC15A2', 'SLC22A8', 'CYP2A6', 'CYP2D6', 'CYP2C19', 'ADRB1', 'ERBB2', 'CYP2C9', 'MIF', 'ADRB2', 'HMOX1', 'CYP3A4', 'DRD2', 'CYP2D6', 'HRH1', 'CHRM2', 'DRD3', 'HTR2C', 'PAK1', 'GRIN3B', 'GRIN2C', 'GABRG2', 'GABRB3', 'GRIN2D', 'GRM5', 'SLC36A1', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GABRA1', 'GRIN3A']"
Trioxsalen+Gliclazide,3,41,"11580, 6563","['STXBP2', 'HLA-DRA', 'IKBKB', 'PROS1', 'KIT', 'NFKB2', 'SELL', 'IPO13', 'KCNJ11', 'VEGFA', 'EIF4EBP1', 'CYP2C19', 'ABCC8', 'ALB', 'CYP2C9', 'IGF1R']"
Didanosine+Iopamidol+Metaxalone,3,41,"5748, 13711, 3056","['NOTCH1', 'PNP', 'SLC29A1', 'SLC29A2', 'PAK1', 'SLC22A6', 'IKBKE', 'CDK6', 'CDC25B', 'GHR', 'PCNA', 'TGFB3', 'C5', 'CDH3', 'KIT']"
Adinazolam+Talbutal,18,41,"3756, 5034","['CYP2C19', 'GABRR2', 'GABRB2', 'GABRR3', 'GABRA2', 'GABRG1', 'GABRP', 'GABRG2', 'GABRA6', 'GABRB1', 'GABRA3', 'GABRE', 'GABRA5', 'GABRA4', 'GABRD', 'GABRB3', 'CYP3A4', 'GABRA1', 'GABRR1', 'GABRG3', 'GABRA3', 'GABRA2', 'GABRB2', 'GABRA1', 'GABRG1', 'GRIK2', 'CHRNA7', 'GABRQ', 'GABRG3', 'GABRE', 'GABRB3', 'GABRB1', 'GABRA6', 'GRIA2', 'GABRA4', 'CHRNA4', 'GABRG2', 'GABRP', 'GABRD', 'GABRA5']"
Dalfampridine,20,41,12786,"['KCNS3', 'KCNV2', 'KCNG2', 'KCNS1', 'KCNF1', 'KCNH6', 'KCNQ4', 'KCND3', 'KCNH7', 'KCNQ5', 'KCNC3', 'CYP2E1', 'KCNB2', 'KCNA3', 'KCNH1', 'KCNC4', 'KCNG1', 'KCNQ2', 'KCND1', 'KCNC1', 'KCNV1', 'KCNA1', 'KCNA7', 'KCNH2', 'KCNH8', 'KCNH4', 'KCNB1', 'KCNA6', 'KCNA4', 'KCNG3', 'KCNA2', 'KCND2', 'KCNH3', 'KCNC2', 'KCNQ1', 'KCNQ3', 'KCNS2', 'KCNA5', 'KCNH5', 'KCNA10']"
Mesoridazine+Ondansetron,15,41,"5642, 5677","['CAST', 'DRD3', 'CHRM2', 'DRD2', 'HTR2C', 'HTR2A', 'HRH1', 'KCNH2', 'CCNB1', 'CYP2D6', 'HTR6', 'HTR1A', 'ABCC5', 'CYP3A4', 'HTR1A', 'CYP2C9', 'OPRM1', 'PRKAG2', 'CYP1A2', 'SLC47A2', 'HTR1B', 'HTR4', 'KCNH2', 'CYP3A7', 'CYP2D6', 'CYP3A5', 'HTR3A', 'CYP2E1', 'SLC47A1', 'LPAR2']"
Sulfinpyrazone+Eszopiclone,7,41,"6573, 4022","['CYP2B6', 'ABCC2', 'ABCB1', 'SLC22A12', 'ABCC3', 'PAK1', 'CYP2C9', 'CYP3A4', 'CYP2C8', 'ABCC5', 'ABCC1', 'ABCC6', 'ABCC4', 'GABRA2', 'GABRB2', 'MALT1', 'CYP3A4', 'GABRA1', 'CYP2C9', 'PTGS1', 'GABRA5', 'GABRG3', 'CYP2C8', 'TSPO', 'GABRG2', 'TUBA1A', 'GABRA3', 'GABRA4']"
alpha-Linolenic acid,23,42,1147,"['RGS2', 'TRPV1', 'P4HTM', 'MKNK1', 'KIT', 'CDK6', 'HIF1A', 'PSMD9', 'PTPN6']"
Citrulline+Alanine+Methionine,20,42,"421, 431, 1006","['ASS1', 'NOS1', 'PADI1', 'DDAH1', 'PADI2', 'NOS3', 'PADI4', 'NOS2', 'PADI3', 'ABAT', 'SLC36A1', 'GPT', 'BHMT', 'MTHFR', 'MTRR', 'METAP2', 'MTR', 'BHMT2']"
Cholecalciferol+Leflunomide+Fenofibrate,3,42,"426, 6484, 6822","['CYP2J2', 'GC', 'VDR', 'CDC25A', 'CYP1A1', 'CYP2C9', 'CYP2C19', 'CYP11A1', 'CYP2R1', 'CYP27A1', 'CYP2C8', 'CYP2D6', 'CYP3A4', 'CYP2B6', 'GDF15', 'DHODH', 'PTK2B', 'CYP1A2', 'ABCG2', 'CREB1', 'AHR', 'CYP2C9', 'PSMD9', 'IL4R', 'HLA-DRA', 'NR1H2', 'CYP3A4', 'CYP2C9', 'CYP2C8', 'HTRA1', 'KIT', 'PPARA']"
Sulfasalazine+Levodopa,11,42,"6374, 6362","['ACAT1', 'GDF15', 'SLCO1B1', 'CYP3A5', 'PTGS2', 'SLC7A11', 'PPARG', 'PTGS1', 'ABCG2', 'CHUK', 'SLC46A1', 'PLA2G1B', 'ALOX5', 'TBXAS1', 'ABCC2', 'IKBKB', 'CYP2D6', 'P4HTM', 'DRD1', 'DRD5', 'CDC25B', 'DRD4', 'PCNA', 'ABHD6', 'SLC7A5', 'DRD3', 'SLC15A1', 'DDC', 'COL11A1', 'DRD2']"
Flucytosine+Decitabine,14,42,"6492, 6277","['LIG1', 'MYC', 'DNMT1', 'IGFBP3', 'PAK1', 'DCK', 'DNMT3A', 'FAS', 'DNMT1']"
Methimazole+Naloxone+Eletriptan,23,42,"6407, 6218, 5433","['CYP3A4', 'CYP2D6', 'CYP2B6', 'GDF15', 'CYP2C9', 'CYP2A6', 'CYP2E1', 'CYP1A2', 'CYP2C19', 'TPO', 'SLCO1A2', 'ALB', 'CYP3A4', 'OPRK1', 'CYP2C8', 'CREB1', 'OPRM1', 'TLR4', 'ESR1', 'HLA-DRA', 'OPRD1', 'ABCB1', 'HTR1F', 'HTR2B', 'HTR7', 'CYP3A4', 'CYP2D6', 'CYP2C19', 'HTR1B', 'PTGS1', 'HTR1E', 'CYP2A6', 'ABCB1', 'HTR1A', 'CYP2C9', 'HTR1D']"
Gentamicin+Cysteine+Ribavirin,24,42,"6373, 400, 5890","['LRP2', 'SLC22A6', 'SLC19A3', 'CBS', 'CTH', 'MGMT', 'GCLC', 'GCLM', 'CDC25B', 'SLC28A3', 'IMPDH1', 'ADK', 'SLC29A1', 'NT5C2', 'ERBB2']"
Acetazolamide+Dipivefrin+Metamfetamine,19,42,"5880, 3926, 9271","['CA4', 'CA5A', 'AQP1', 'CYP3A4', 'CA6', 'CA7', 'CA14', 'CA3', 'CA12', 'CA5B', 'CA1', 'SLC22A6', 'CA2', 'CA9', 'ADRA1A', 'ADRA2A', 'ADRB2', 'ACHE', 'ADRA2B', 'BCHE', 'ADRA2C', 'TAAR1', 'SLC6A3', 'ADRA2A', 'SLC6A4', 'ADRA2B', 'SLC6A2', 'MAOA', 'SLC22A5', 'SLC18A1', 'CYP2D6', 'MAOB', 'SLC22A3', 'ADRA2C', 'SLC18A2']"
Bupropion,0,42,6610,"['CYP2A6', 'CYP3A4', 'MYC', 'GNAS', 'CYP2B6', 'CYP2D6', 'SLC6A3', 'GPER1', 'CYP2E1', 'HDAC6', 'SLC25A4', 'CYP2C8', 'SLC6A2', 'GET1', 'SDHB', 'COL11A1', 'CYP2C9', 'CYP1A2', 'KIT', 'RRP1B', 'CRYZ', 'CHRNA3']"
